district,city_corporation,upazila_thana,paurashava,union_ward,mauza,village_mahalla,location_name,hh_total,hh_general,hh_institutional,hh_others,pop_total,pop_male,pop_female,pop_hijra,sex_ratio,level
26,20,42,,25,301,,Hazaribag (Part)*,8278,7337,15,926,31420,16427,14993,0,109.56,mauza
26,20,42,,25,301,16,Atashkhan Lane,356,278,1,77,1257,703,554,0,126.9,village
26,20,42,,25,301,128,Gangaram Bazar Lane,491,432,2,57,1857,952,905,0,105.19,village
26,20,42,,25,301,148,Haramohan Shil Street,290,271,1,18,1256,672,584,0,115.07,village
26,20,42,,25,301,150,Dakshin Lal Bagroad(Part),555,521,0,34,2280,1139,1141,0,99.82,village
26,20,42,,25,301,196,Jagannath Saha Road (Part),1325,1242,1,82,5187,2625,2562,0,102.46,village
26,20,42,,25,301,216,Kazi Riazuddin Road,1012,976,9,27,4202,2284,1918,0,119.08,village
26,20,42,,25,301,228,Lalbag Durga,92,87,1,4,397,207,190,0,108.95,village
26,20,42,,25,301,244,Lalbag Road (Part),1419,1130,0,289,4805,2657,2148,0,123.7,village
26,20,42,,25,301,304,Nagar Beltali Lane,617,605,0,12,2405,1225,1180,0,103.81,village
26,20,42,,25,301,328,Pushparaj Saha Lane,136,136,0,0,476,270,206,0,131.07,village
26,20,42,,25,301,368,Raja Sreenath Street,147,126,0,21,465,256,209,0,122.49,village
26,20,42,,25,301,396,Sheikh Saheb Bazar Road,1174,927,0,247,4322,2187,2135,0,102.44,village
26,20,42,,25,301,412,Subaldas Road (Part),664,606,0,58,2511,1250,1261,0,99.13,village
26,20,42,,26,,,Ward No. 26,10506,9655,25,826,43318,19645,23673,0,82.98,union_ward
26,20,42,,26,447,,Lalbag (Part)*,10506,9655,25,826,43318,19645,23673,0,82.98,mauza
26,20,42,,26,447,16,Azimpur Road-1,399,353,7,39,1712,1012,700,0,144.57,village
26,20,42,,26,447,24,Azimpur Road-2,2456,2289,2,165,8619,4416,4203,0,105.07,village
26,20,42,,26,447,28,Bc Das Street,642,607,0,35,2228,1174,1054,0,111.39,village
26,20,42,,26,447,112,Dhakeshwari Road,968,897,0,71,3642,1908,1734,0,110.03,village
26,20,42,,26,447,148,Home Economics College & Hostel,31,30,1,0,521,40,481,0,8.32,village
26,20,42,,26,447,150,Dakkhin Palashi Barack,95,0,0,95,97,96,1,0,9600,village
26,20,42,,26,447,191,Eden Girls College & Hostel,60,46,10,4,4286,106,4180,0,2.54,village
26,20,42,,26,447,308,Purba Azimpur Estate,193,191,0,2,646,315,331,0,95.17,village
26,20,42,,26,447,348,Rasulbag,1485,1319,1,165,5886,3133,2753,0,113.8,village
26,20,42,,26,447,416,Uttar Lalbag Road,856,738,0,118,3168,1693,1475,0,114.78,village
26,20,42,,26,447,417,Dakkhin Azimpur Estate,2563,2453,0,110,9347,4210,5137,0,81.95,village
26,20,42,,26,447,432,Pashchim Palashi Staff Quarter,260,260,0,0,1087,489,598,0,81.77,village
26,20,42,,26,447,448,Purba Palashi,77,77,0,0,295,149,146,0,102.05,village
26,20,42,,26,447,805,Uttar Azimpur Estate,421,395,4,22,1784,904,880,0,102.73,village
26,20,54,,,,,Motijheel Thana,22441,15645,31,6765,83588,53040,30517,31,173.8,upazila_thana
26,20,54,,8,,,Ward No. 08,9071,6604,16,2451,32863,20260,12575,28,161.11,union_ward
26,20,54,,8,593,,Pashchim Shahar Khilgaon*,9071,6604,16,2451,32863,20260,12575,28,161.11,mauza
26,20,54,,8,593,28,Bangladesh Bank Colony,38,24,0,14,136,78,58,0,134.48,village
26,20,54,,8,593,68,Dakkhin Kamalapur,4488,2621,4,1863,14594,9874,4692,28,210.44,village
26,20,54,,8,593,128,Gopibag (1st Gali To 6th Gali),2582,2268,2,312,9911,5490,4421,0,124.18,village
26,20,54,,8,593,224,Kamalapur Railway Station,24,4,2,18,238,210,28,0,750,village
26,20,54,,8,593,248,Motijheel B-Railway Bayrak,60,45,0,15,215,144,71,0,202.82,village
26,20,54,,8,593,368,Sonali Bank Colony,82,82,0,0,295,161,134,0,120.15,village
26,20,54,,8,593,408,Uttar Kamalapur,1797,1560,8,229,7474,4303,3171,0,135.7,village
26,20,54,,9,,,Ward No. 09,8505,4416,8,4081,30296,21968,8326,2,263.85,union_ward
26,20,54,,9,482,,Motijheel (Part)*,8505,4416,8,4081,30296,21968,8326,2,263.85,mauza
26,20,54,,9,482,28,Bangabhaban & Bangabhaban Staff Quarter,224,203,1,20,1057,633,424,0,149.29,village
26,20,54,,9,482,63,Arambag,3278,1615,2,1661,11180,8049,3131,0,257.07,village
26,20,54,,9,482,68,Dilkusha C/A,193,35,0,158,320,277,43,0,644.19,village
26,20,54,,9,482,108,Fakirapul Bazar Elaka,4316,2310,2,2004,15328,11051,4275,2,258.5,village
26,20,54,,9,482,116,Fakirapul Dit Extention Road,238,139,0,99,952,632,320,0,197.5,village
26,20,54,,9,482,256,Motijheel C/A Toyenbee Circular Road,256,114,3,139,1459,1326,133,0,996.99,village
26,20,54,,10,,,Ward No. 10,4865,4625,7,233,20429,10812,9616,1,112.44,union_ward
26,20,54,,10,482,,Motijheel (Part)*,4865,4625,7,233,20429,10812,9616,1,112.44,mauza
26,20,54,,10,482,36,Bank Colony,225,223,1,1,987,490,497,0,98.59,village
26,20,54,,10,482,248,Motijheel Colony,3546,3394,5,147,15044,7907,7136,1,110.8,village
26,20,54,,10,482,308,Postal Colony,697,637,0,60,2794,1489,1305,0,114.1,village
26,20,54,,10,482,388,T&T Colony,397,371,1,25,1604,926,678,0,136.58,village
26,20,57,,,,,Mugda Thana,55755,52561,85,3109,208974,111752,97212,10,114.96,upazila_thana
26,20,57,,6,,,Ward No. 06,19134,17952,21,1161,72195,38230,33965,0,112.56,union_ward
26,20,57,,6,597,,Purba Brahmanchiran*,19134,17952,21,1161,72195,38230,33965,0,112.56,mauza
26,20,57,,6,597,28,Bank Colony,591,557,0,34,2283,1191,1092,0,109.07,village
26,20,57,,6,597,68,Dakkhin Mugdapara,6417,5952,7,458,24140,13028,11112,0,117.24,village
26,20,57,,6,597,188,Jhilpar,2277,2130,6,141,8875,4621,4254,0,108.63,village
26,20,57,,6,597,208,Khalpar,2149,2036,0,113,7770,4029,3741,0,107.7,village
26,20,57,,6,597,248,Madinabag,3303,3220,2,81,12764,6598,6166,0,107.01,village
26,20,57,,6,597,256,Mugdapara,679,592,3,84,2578,1394,1184,0,117.74,village
26,20,57,,6,597,308,Pdb Colony,85,74,0,11,289,163,126,0,129.37,village
26,20,57,,6,597,408,Uttar Mugdapara,1884,1721,1,162,6821,3706,3115,0,118.97,village
26,20,57,,6,597,448,Wasa Road,364,339,0,25,1379,732,647,0,113.14,village
26,20,57,,6,597,508,Zannatbag,1385,1331,2,52,5296,2768,2528,0,109.49,village
26,20,57,,7,,,Ward No. 07,14185,13158,28,999,56424,31032,25390,2,122.22,union_ward
26,20,57,,7,75,,Brahmanchiran (Part)*,12621,11693,28,900,50622,27825,22795,2,122.07,mauza
26,20,57,,7,75,248,Maniknagar Miazan Lane,943,862,4,77,3722,2138,1584,0,134.97,village
26,20,57,,7,75,308,Dakkhin Maniknagar Anandadhara,981,816,3,162,3858,2232,1626,0,137.27,village
26,20,57,,7,75,316,Purba Maniknagar,4306,3964,9,333,17109,9474,7634,1,124.1,village
26,20,57,,7,75,408,Uttar Maniknagar,6391,6051,12,328,25933,13981,11951,1,116.99,village
26,20,57,,7,409,,Kazirbag*,1564,1465,0,99,5802,3207,2595,0,123.58,mauza
26,20,57,,7,409,208,Kazirbag,1564,1465,0,99,5802,3207,2595,0,123.58,village
26,20,57,,71,,,Ward No. 71,14977,14353,31,593,52781,27979,24794,8,112.85,union_ward
26,20,57,,71,484,,Manda*,14977,14353,31,593,52781,27979,24794,8,112.85,mauza
26,20,57,,71,484,68,Dakkhin Manda,14977,14353,31,593,52781,27979,24794,8,112.85,village
26,20,57,,72,,,Ward No. 72,7459,7098,5,356,27574,14511,13063,0,111.08,union_ward
26,20,57,,72,484,,Manda*,7459,7098,5,356,27574,14511,13063,0,111.08,mauza
26,20,57,,72,484,408,Uttar Manda,7459,7098,5,356,27574,14511,13063,0,111.08,village
26,20,63,,,,,Newmarket Thana,11857,9824,43,1990,54220,30956,23254,10,133.12,upazila_thana
26,20,63,,18,,,Ward No. 18,11857,9824,43,1990,54220,30956,23254,10,133.12,union_ward
26,20,63,,18,149,,Dhanmondi*,11857,9824,43,1990,54220,30956,23254,10,133.12,mauza
26,20,63,,18,149,28,Bangladesh-Kuwait Maitri Hall,67,32,3,32,1787,221,1566,0,14.11,village
26,20,63,,18,149,44,Bgb Pilkhana,1603,1564,10,29,8418,5337,3081,0,173.22,village
26,20,63,,18,149,48,"College Street, Govt. Laboratory School Area",713,530,11,172,4980,3702,1278,0,289.67,village
26,20,63,,18,149,72,Ayub Ali Colony Rahim Square,378,96,0,282,1331,1172,159,0,737.11,village
26,20,63,,18,149,88,Elephant Road(Sahid Janani Imam Sarani),3416,2918,3,495,14016,7745,6261,10,123.7,village
26,20,63,,18,149,208,Kantaban (Part),239,184,1,54,1394,441,953,0,46.27,village
26,20,63,,18,149,248,Mirpur Road,871,707,3,161,3716,1919,1797,0,106.79,village
26,20,63,,18,149,268,New Elephant Road (Dr. Kudrat-E Khuda Road),1473,1296,0,177,6172,3485,2687,0,129.7,village
26,20,63,,18,149,276,New Market,155,149,3,3,631,315,316,0,99.68,village
26,20,63,,18,149,284,Nilkhet Babupura,75,62,0,13,324,205,119,0,172.27,village
26,20,63,,18,149,292,Nilkhet Road,360,251,5,104,1415,910,505,0,180.2,village
26,20,63,,18,149,388,Sahidmunir Chawdhori Road),2087,1774,4,309,8392,4407,3985,0,110.59,village
26,20,63,,18,149,396,Science Laboratoy Staff Quarter,420,261,0,159,1644,1097,547,0,200.55,village
26,20,65,,,,,Paltan Thana,12313,10480,50,1783,53914,30978,22936,0,135.06,upazila_thana
26,20,65,,13,,,Ward No. 13,11961,10205,49,1707,52585,30262,22323,0,135.56,union_ward
26,20,65,,13,594,,Purana Paltan Line*,11961,10205,49,1707,52585,30262,22323,0,135.56,mauza
26,20,65,,13,594,28,Baitul Mukarram Elaka,46,0,0,46,137,131,6,0,2183.33,village
26,20,65,,13,594,36,Bijoynagar,237,189,0,48,901,492,409,0,120.29,village
26,20,65,,13,594,48,Chamelibag Aminbag,1712,1523,1,188,6882,3504,3378,0,103.73,village
26,20,65,,13,594,128,Gpo,14,2,2,10,59,46,13,0,353.85,village
26,20,65,,13,594,136,Gulistan,2,0,0,2,14,12,2,0,600,village
26,20,65,,13,594,268,Naya Paltan,1978,1521,13,444,8347,5076,3271,0,155.18,village
26,20,65,,13,594,308,Purana Paltan,842,676,0,166,3066,1684,1382,0,121.85,village
26,20,65,,13,594,316,Purana Paltan Lane,1605,1281,5,319,5993,3433,2560,0,134.1,village
26,20,65,,13,594,348,Rajarbag Police Line,421,292,18,111,5522,4486,1036,0,433.01,village
26,20,65,,13,594,368,Shantinagar,4912,4539,8,365,20222,10408,9814,0,106.05,village
26,20,65,,13,594,376,Razarbag Police Hospital,187,182,2,3,1195,799,396,0,201.77,village
26,20,65,,13,594,384,Stadium Area,5,0,0,5,247,191,56,0,341.07,village
26,20,65,,19,,,Ward No. 19 (Part),341,275,0,66,1241,634,607,0,104.45,union_ward
26,20,65,,19,410,,Kakrail (Part)*,341,275,0,66,1241,634,607,0,104.45,mauza
26,20,65,,19,410,208,Kakrail (Part),341,275,0,66,1241,634,607,0,104.45,village
26,20,65,,20,,,Ward No. 20 (Part),11,0,1,10,88,82,6,0,1366.67,union_ward
26,20,65,,20,668,,Ramna (Part)*,11,0,1,10,88,82,6,0,1366.67,mauza
26,20,65,,20,668,28,Bangabandhu Avenue (Part),11,0,1,10,88,82,6,0,1366.67,village
26,20,66,,,,,Ramna Thana,14589,12932,24,1633,56759,27340,29419,0,92.93,upazila_thana
26,20,66,,19,,,Ward No. 19 (Part),14589,12932,24,1633,56759,27340,29419,0,92.93,union_ward
26,20,66,,19,76,,Bara Magbazar*,3000,2594,7,399,12231,5965,6266,0,95.2,mauza
26,20,66,,19,76,56,Aminabad Colony Estern Housing,394,357,0,37,1662,685,977,0,70.11,village
26,20,66,,19,76,268,New Eskatan,2606,2237,7,362,10569,5280,5289,0,99.83,village
26,20,66,,19,410,,Kakrail (Part)*,2894,2353,6,535,11461,6172,5289,0,116.7,mauza
26,20,66,,19,410,28,Baja Kakrail,552,493,3,56,1930,1191,739,0,161.16,village
26,20,66,,19,410,48,Circuit House Road,1137,853,1,283,3937,1981,1956,0,101.28,village
26,20,66,,19,410,148,Hair Road,153,97,1,55,1097,641,456,0,140.57,village
26,20,66,,19,410,208,Kakrail,591,565,1,25,2614,1275,1339,0,95.22,village
26,20,66,,19,410,248,Mintu Road,164,104,0,60,657,436,221,0,197.29,village
26,20,66,,19,410,368,Sabjibagan (Pwd Staff Quarter),297,241,0,56,1226,648,578,0,112.11,village
26,20,66,,19,707,,Shahar Khilgaon (Part)*,1487,1295,1,191,5076,2615,2461,0,106.26,mauza
26,20,66,,19,707,308,Pashchim Malibag,1487,1295,1,191,5076,2615,2461,0,106.26,village
26,20,66,,19,709,,Siddheshwari (Part)*,7208,6690,10,508,27991,12588,15403,0,81.72,mauza
26,20,66,,19,709,28,Baily Road,696,623,0,73,2757,1153,1604,0,71.88,village
26,20,66,,19,709,36,Baily Square Road,427,375,2,50,1540,824,716,0,115.08,village
26,20,66,,19,709,76,Bara Maghbazar,1884,1751,7,126,7733,3388,4345,0,77.97,village
26,20,66,,19,709,368,Siddheshwari Circular Road,853,775,0,78,3204,1459,1745,0,83.61,village
26,20,66,,19,709,376,Siddheshwari Lane,355,336,0,19,1444,635,809,0,78.49,village
26,20,66,,19,709,384,Siddheshwari Road,945,924,0,21,3320,1491,1829,0,81.52,village
26,20,66,,19,709,716,Siddheshwari(P),2048,1906,1,141,7993,3638,4355,0,83.54,village
26,20,68,,,,,Sabujbag Thana,66456,63757,79,2620,258518,135390,123125,3,109.96,upazila_thana
26,20,68,,4,,,Ward No. 04,22353,21495,27,831,87903,45856,42047,0,109.06,union_ward
26,20,68,,4,669,,Rajarbag (Part)*,22353,21495,27,831,87903,45856,42047,0,109.06,mauza
26,20,68,,4,669,28,Basabo Wahab Colony,1874,1763,3,108,6756,3623,3133,0,115.64,village
26,20,68,,4,669,68,Dakkhin Basabo,1080,1034,2,44,4178,2138,2040,0,104.8,village
26,20,68,,4,669,248,Madartek (Dakkhin),3557,3426,3,128,13975,7354,6621,0,111.07,village
26,20,68,,4,669,250,Madartek (Uttar),2234,2107,4,123,8730,4545,4185,0,108.6,village
26,20,68,,4,669,256,Madhya Basabo,2236,2115,1,120,9072,4612,4460,0,103.41,village
26,20,68,,4,669,276,Nayapara,578,572,1,5,2288,1183,1105,0,107.06,village
26,20,68,,4,669,308,Pashchim Basabo (Madartek),1223,1202,0,21,4720,2438,2282,0,106.84,village
26,20,68,,4,669,316,Purba Basabo,2346,2295,2,49,9014,4646,4368,0,106.36,village
26,20,68,,4,669,332,Purba Madartek,2493,2376,8,109,10072,5309,4763,0,111.46,village
26,20,68,,4,669,428,Uttar Basabo,3675,3578,3,94,14925,7830,7095,0,110.36,village
26,20,68,,4,669,444,Uttar Purba Basabo (Chayabithi),1057,1027,0,30,4173,2178,1995,0,109.17,village
26,20,68,,5,,,Ward No. 05,17704,16932,17,755,69389,36483,32903,3,110.88,union_ward
26,20,68,,5,669,,Rajarbag (Part)*,17704,16932,17,755,69389,36483,32903,3,110.88,mauza
26,20,68,,5,669,49,Ahmmadbag,2560,2414,1,145,10001,5247,4754,0,110.37,village
26,20,68,,5,669,208,Kadamtala,3780,3657,4,119,15337,7876,7461,0,105.56,village
26,20,68,,5,669,264,Mayakanan Thakurpara,1789,1698,4,87,7485,4135,3350,0,123.43,village
26,20,68,,5,669,324,Purba Basabo,2622,2532,1,89,10037,5168,4869,0,106.14,village
26,20,68,,5,669,368,Rajarbag,5945,5672,5,268,22371,11779,10589,3,111.24,village
26,20,68,,5,669,388,Sabujbag,882,846,2,34,3662,1992,1670,0,119.28,village
26,20,68,,5,669,396,Sabujkanan,126,113,0,13,496,286,210,0,136.19,village
26,20,68,,73,,,Ward No. 73,12054,11856,17,181,46137,23973,22164,0,108.16,union_ward
26,20,68,,73,37,,Amulia (Part)*,431,430,1,0,1767,918,849,0,108.13,mauza
26,20,68,,73,37,70,Bhaaigdia,431,430,1,0,1767,918,849,0,108.13,village
26,20,68,,73,149,,Dakkhingaon*,11623,11426,16,181,44370,23055,21315,0,108.16,mauza
26,20,68,,73,149,28,Begunbari,797,785,0,12,2844,1463,1381,0,105.94,village
26,20,68,,73,149,68,Dakkhingaon,4872,4787,5,80,18444,9462,8982,0,105.34,village
26,20,68,,73,149,76,Daspara,342,340,0,2,1361,727,634,0,114.67,village
26,20,68,,73,149,188,Joynab Bag,130,130,0,0,542,246,296,0,83.11,village
26,20,68,,73,149,208,Kusumbag,1358,1340,4,14,5405,2880,2525,0,114.06,village
26,20,68,,73,149,248,Manikdia,721,707,1,13,2525,1297,1228,0,105.62,village
26,20,68,,73,149,256,Manikdia Chairmanbari,99,99,0,0,428,214,214,0,100,village
26,20,68,,73,149,268,Nayabag,851,825,1,25,3233,1710,1523,0,112.28,village
26,20,68,,73,149,308,Pashchimpara (Purbo Nandipara),731,720,1,10,2821,1565,1256,0,124.6,village
26,20,68,,73,149,368,Shahibag,1302,1280,3,19,5200,2678,2522,0,106.19,village
26,20,68,,73,149,387,Proshantibag,95,94,0,1,338,182,156,0,116.67,village
26,20,68,,73,149,408,Uttar Manikdia,300,295,1,4,1150,584,566,0,103.18,village
26,20,68,,73,149,485,Nandipara Bazar,25,24,0,1,79,47,32,0,146.88,village
26,20,68,,74,,,Ward No. 74 (Part),14345,13474,18,853,55089,29078,26011,0,111.79,union_ward
26,20,68,,74,523,,Nandipara (Part)*,14345,13474,18,853,55089,29078,26011,0,111.79,mauza
26,20,68,,74,523,28,Bank Colony,719,687,0,32,2827,1432,1395,0,102.65,village
26,20,68,,74,523,248,Madhya Nandipara,4014,3786,8,220,15267,8039,7228,0,111.22,village
26,20,68,,74,523,256,Mohajer Colony,385,368,0,17,1460,731,729,0,100.27,village
26,20,68,,74,523,268,Newajbag,509,457,0,52,2107,1108,999,0,110.91,village
26,20,68,,74,523,308,Pashchim Nandipara,6122,5735,6,381,23207,12410,10797,0,114.94,village
26,20,68,,74,523,315,Imambag,17,15,0,2,67,33,34,0,97.06,village
26,20,68,,74,523,316,Purba Nandipara,2579,2426,4,149,10154,5325,4829,0,110.27,village
26,20,73,,,,,Shahjahanpur Thana,28628,27087,33,1508,111777,58857,52914,6,111.23,upazila_thana
26,20,73,,11,,,Ward No. 11,14013,13357,13,643,55659,28996,26657,6,108.77,union_ward
26,20,73,,11,705,,Shahar Khilgaon (Part)*,14013,13357,13,643,55659,28996,26657,6,108.77,mauza
26,20,73,,11,705,68,Dakkhin Khilgaon,1107,1067,3,37,4614,2377,2237,0,106.26,village
26,20,73,,11,705,76,Dakkhin Shahjahanpur,106,103,0,3,380,198,182,0,108.79,village
26,20,73,,11,705,208,Khilgaon Bagicha,816,772,1,43,3173,1635,1538,0,106.31,village
26,20,73,,11,705,248,Momenbag,218,212,0,6,839,435,404,0,107.67,village
26,20,73,,11,705,288,Outer Circular Road,696,681,3,12,3309,1701,1608,0,105.78,village
26,20,73,,11,705,368,Shahidbag,1306,1253,1,52,5441,2953,2488,0,118.69,village
26,20,73,,11,705,376,Kobibentir Bagan,563,535,0,28,2437,1261,1176,0,107.23,village
26,20,73,,11,705,384,Shahjahanpur Railway Colony,3184,2961,3,220,11646,6199,5441,6,113.93,village
26,20,73,,11,705,408,Uttar Shahjahanpur,6017,5773,2,242,23820,12237,11583,0,105.65,village
26,20,73,,12,,,Ward No. 12,14615,13730,20,865,56118,29861,26257,0,113.73,union_ward
26,20,73,,12,593,,Pashchim Shahar Khilgaon*,14615,13730,20,865,56118,29861,26257,0,113.73,mauza
26,20,73,,12,593,28,Boxibag,514,444,0,70,2039,1167,872,0,133.83,village
26,20,73,,12,593,128,Gulbag,2419,2310,0,109,8968,4749,4219,0,112.56,village
26,20,73,,12,593,168,Indrapuri,407,399,0,8,1529,809,720,0,112.36,village
26,20,73,,12,593,248,Malibag,4718,4447,8,263,18251,9602,8649,0,111.02,village
26,20,73,,12,593,368,Shantibag (Dakkhin),1992,1871,1,120,7941,4256,3685,0,115.5,village
26,20,73,,12,593,805,Uttar Shantibag,4565,4259,11,295,17390,9278,8112,0,114.37,village
26,20,75,,,,,Shahbag Thana,9470,7946,55,1469,63765,41270,22491,4,183.5,upazila_thana
26,20,75,,20,,,Ward No. 20 (Part),5054,4185,30,839,28547,18805,9738,4,193.11,union_ward
26,20,75,,20,668,,Ramna (Part)*,5054,4185,30,839,28547,18805,9738,4,193.11,mauza
26,20,75,,20,668,1,Sufia Kamal Hall,16,15,1,0,1980,54,1926,0,2.8,village
26,20,75,,20,668,2,Dr. Fazle Rabbi Hall,17,9,0,8,71,60,11,0,545.45,village
26,20,75,,20,668,16,Ahsanulla Hall,1,0,1,0,567,567,0,0,0,village
26,20,75,,20,668,24,Ananda Bazar Area,211,168,3,40,825,494,331,0,149.24,village
26,20,75,,20,668,28,Bangabandhu Avenue,88,52,1,35,437,343,94,0,364.89,village
26,20,75,,20,668,36,Bijoynagar (Part),1241,1147,2,92,4438,2336,2102,0,111.13,village
26,20,75,,20,668,41,Abdul Gani Road Secretariat Staff Quarter,80,75,1,4,361,233,128,0,182.03,village
26,20,75,,20,668,68,Dhaka Medical College Chhatrabas (Fazle Rabbi Hall,19,14,2,3,1328,1176,152,0,773.68,village
26,20,75,,20,668,76,Dhaka Medical College Hospital &Residential Area,40,39,1,0,392,93,299,0,31.1,village
26,20,75,,20,668,84,Dr. Ma Rashid Hall,1,0,1,0,524,521,3,0,17366.67,village
26,20,75,,20,668,88,Engineering University & Residential Area,141,138,3,0,649,281,368,0,76.36,village
26,20,75,,20,668,108,Fazlul Haque Hall/Amar Eksha Hall,67,59,2,6,1806,1690,116,0,1456.9,village
26,20,75,,20,668,124,Fulbaria Station Purba Area,23,1,0,22,496,485,10,1,4850,village
26,20,75,,20,668,148,Highcourt Staff Quarter,190,158,1,31,752,447,304,1,147.04,village
26,20,75,,20,668,268,Nazrul Islam Hall,2,1,1,0,283,282,1,0,28200,village
26,20,75,,20,668,308,Pashchim Puratan Railway Colony,211,122,1,88,634,432,202,0,213.86,village
26,20,75,,20,668,348,Railway Hospital Area,120,70,0,50,335,217,116,2,187.07,village
26,20,75,,20,668,356,Ramna Green House,115,114,0,1,548,272,276,0,98.55,village
26,20,75,,20,668,368,Segunbagicha,1419,1159,3,257,4193,2447,1746,0,140.15,village
26,20,75,,20,668,376,Shahid Captain Mansur Ali Sarani,96,87,0,9,327,184,143,0,128.67,village
26,20,75,,20,668,384,Shahid Smriti Hall,1,0,1,0,226,226,0,0,0,village
26,20,75,,20,668,392,Shahid Syed Nazrul Islam Sarani,670,523,0,147,2209,1203,1006,0,119.58,village
26,20,75,,20,668,400,Shahidullah Hall,83,78,2,3,3186,3019,167,0,1807.78,village
26,20,75,,20,668,408,Sherebangla Hall Engineering University,2,0,1,1,408,408,0,0,0,village
26,20,75,,20,668,416,Suhrawardi Hall Engineering University,1,0,1,0,390,390,0,0,0,village
26,20,75,,20,668,436,Titumir Hall,1,0,1,0,482,482,0,0,0,village
26,20,75,,20,668,444,Topkhana Road,198,156,0,42,700,463,237,0,195.36,village
26,20,75,,21,,,Ward No. 21,4416,3761,25,630,35218,22465,12753,0,176.15,union_ward
26,20,75,,21,482,,Mahmudnagar*,2173,1717,8,448,10544,5782,4762,0,121.42,mauza
26,20,75,,21,482,28,Bangla Motor (Part),506,378,1,127,2138,1315,823,0,159.78,village
26,20,75,,21,482,248,Maymensingh Lane,66,42,2,22,665,369,296,0,124.66,village
26,20,75,,21,482,256,Maymensingh Road,248,103,0,145,1107,764,343,0,222.74,village
26,20,75,,21,482,308,Paribag,1353,1194,5,154,6634,3334,3300,0,101.03,village
26,20,75,,21,669,,Ramna (Part)*,2091,1907,12,172,18741,11061,7680,0,144.02,mauza
26,20,75,,21,669,28,Bangabandhu Sheikh Mujibur Rahman Hall,25,22,2,1,1124,1078,46,0,2343.48,village
26,20,75,,21,669,36,Bijoy Eakatar Hall,20,18,2,0,2049,2019,30,0,6730,village
26,20,75,,21,669,68,Dakkhin Fuler Road Staff Quarter,90,87,0,3,406,186,220,0,84.55,village
26,20,75,,21,669,76,Dakkhin Nilkhet Staff Quarter,308,272,0,36,1291,685,606,0,113.04,village
26,20,75,,21,669,148,Habibullah Road,60,49,0,11,333,213,120,0,177.5,village
26,20,75,,21,669,156,Hatirpul Power House Staff Quarter,58,58,0,0,224,109,115,0,94.78,village
26,20,75,,21,669,168,International Students Hostel,81,79,1,1,290,183,107,0,171.03,village
26,20,75,,21,669,176,Isa Khan Staff Quarter,143,139,0,4,605,279,326,0,85.58,village
26,20,75,,21,669,188,Jagannath Hall,148,146,1,1,2826,2520,306,0,823.53,village
26,20,75,,21,669,196,Jatio Jadughar Officers Quarter And Bsmmu Hospital,60,52,0,8,407,274,133,0,206.02,village
